    1000|0.004991|0.003789
    2000|0.019781|0.007440
    3000|0.043863|0.017140
    4000|0.077771|0.040827
    5000|0.121474|0.057921
    6000|0.181329|0.095018
    7000|0.246900|0.103992
    8000|0.313685|0.107755
    9000|0.404677|0.179139
   10000|0.490274|0.229422
   11000|0.597086|0.239292
   12000|0.711465|0.294455
   13000|0.841339|0.279889
   14000|0.990078|0.522877
